activation_id,sphere,expected_amount,actual_amount,actual_contribution_source_id,formula,strength,family_weight,target_weight,polarity_modifier,amount_delta,status
t2n__JUPITER__SEXTILE__SATURN,inner_background_unconscious,0.1589,0.1589,t2n__JUPITER__SEXTILE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.3178,1.0,0.5,1.0,0.0,ok
t2n__JUPITER__SEXTILE__SATURN,money_security_resources,0.1907,0.1907,t2n__JUPITER__SEXTILE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.3178,1.0,0.6,1.0,0.0,ok
t2n__JUPITER__SEXTILE__SATURN,relationships_partnership,0.0953,0.0953,t2n__JUPITER__SEXTILE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.3178,1.0,0.3,1.0,0.0,ok
t2n__JUPITER__SEXTILE__SATURN,work_status_achievement,0.3178,0.3178,t2n__JUPITER__SEXTILE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.3178,1.0,1.0,1.0,0.0,ok
t2n__JUPITER__SEXTILE__VENUS,home_family_roots,0.1671,0.1671,t2n__JUPITER__SEXTILE__VENUS,strength * family_weight * target_weight * polarity_modifier,0.4177,1.0,0.4,1.0,0.0,ok
t2n__JUPITER__SEXTILE__VENUS,money_security_resources,0.3342,0.3342,t2n__JUPITER__SEXTILE__VENUS,strength * family_weight * target_weight * polarity_modifier,0.4177,1.0,0.8,1.0,0.0,ok
t2n__JUPITER__SEXTILE__VENUS,relationships_partnership,0.4177,0.4177,t2n__JUPITER__SEXTILE__VENUS,strength * family_weight * target_weight * polarity_modifier,0.4177,1.0,1.0,1.0,0.0,ok
t2n__JUPITER__SQUARE__SUN,body_energy_health,0.1982,0.1982,t2n__JUPITER__SQUARE__SUN,strength * family_weight * target_weight * polarity_modifier,0.2478,1.0,0.8,1.0,0.0,ok
t2n__JUPITER__SQUARE__SUN,work_status_achievement,0.1239,0.1239,t2n__JUPITER__SQUARE__SUN,strength * family_weight * target_weight * polarity_modifier,0.2478,1.0,0.5,1.0,0.0,ok
t2n__MARS__QUINCUNX__SUN,body_energy_health,0.2059,0.2059,t2n__MARS__QUINCUNX__SUN,strength * family_weight * target_weight * polarity_modifier,0.3676,1.0,0.8,0.7,0.0,ok
t2n__MARS__QUINCUNX__SUN,work_status_achievement,0.1287,0.1287,t2n__MARS__QUINCUNX__SUN,strength * family_weight * target_weight * polarity_modifier,0.3676,1.0,0.5,0.7,0.0,ok
t2n__MARS__SESQUI_QUADRATE__PLUTO,crisis_transformation_control,0.2672,0.2672,t2n__MARS__SESQUI_QUADRATE__PLUTO,strength * family_weight * target_weight * polarity_modifier,0.2672,1.0,1.0,1.0,0.0,ok
t2n__MARS__SESQUI_QUADRATE__PLUTO,inner_background_unconscious,0.1069,0.1069,t2n__MARS__SESQUI_QUADRATE__PLUTO,strength * family_weight * target_weight * polarity_modifier,0.2672,1.0,0.4,1.0,0.0,ok
t2n__MARS__SESQUI_QUADRATE__PLUTO,money_security_resources,0.1069,0.1069,t2n__MARS__SESQUI_QUADRATE__PLUTO,strength * family_weight * target_weight * polarity_modifier,0.2672,1.0,0.4,1.0,0.0,ok
t2n__MARS__SEXTILE__MOON,body_energy_health,0.2975,0.2975,t2n__MARS__SEXTILE__MOON,strength * family_weight * target_weight * polarity_modifier,0.4959,1.0,0.6,1.0,0.0,ok
t2n__MARS__SEXTILE__MOON,home_family_roots,0.4959,0.4959,t2n__MARS__SEXTILE__MOON,strength * family_weight * target_weight * polarity_modifier,0.4959,1.0,1.0,1.0,0.0,ok
t2n__MARS__SEXTILE__MOON,inner_background_unconscious,0.2975,0.2975,t2n__MARS__SEXTILE__MOON,strength * family_weight * target_weight * polarity_modifier,0.4959,1.0,0.6,1.0,0.0,ok
t2n__MARS__SEXTILE__MOON,relationships_partnership,0.2975,0.2975,t2n__MARS__SEXTILE__MOON,strength * family_weight * target_weight * polarity_modifier,0.4959,1.0,0.6,1.0,0.0,ok
t2n__MARS__SEXTILE__MOON,thinking_speech_learning,0.1488,0.1488,t2n__MARS__SEXTILE__MOON,strength * family_weight * target_weight * polarity_modifier,0.4959,1.0,0.3,1.0,0.0,ok
t2n__MARS__TRINE__JUPITER,meaning_expansion_vector,0.1049,0.1049,t2n__MARS__TRINE__JUPITER,strength * family_weight * target_weight * polarity_modifier,0.1049,1.0,1.0,1.0,0.0,ok
t2n__MARS__TRINE__JUPITER,money_security_resources,0.0734,0.0734,t2n__MARS__TRINE__JUPITER,strength * family_weight * target_weight * polarity_modifier,0.1049,1.0,0.7,1.0,0.0,ok
t2n__MARS__TRINE__JUPITER,thinking_speech_learning,0.042,0.042,t2n__MARS__TRINE__JUPITER,strength * family_weight * target_weight * polarity_modifier,0.1049,1.0,0.4,1.0,0.0,ok
t2n__MARS__TRINE__JUPITER,work_status_achievement,0.0315,0.0315,t2n__MARS__TRINE__JUPITER,strength * family_weight * target_weight * polarity_modifier,0.1049,1.0,0.3,1.0,0.0,ok
t2n__MARS__TRINE__SATURN,body_energy_health,0.2997,0.2997,t2n__MARS__TRINE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.5993,1.0,0.5,1.0,0.0,ok
t2n__MARS__TRINE__SATURN,crisis_transformation_control,0.3596,0.3596,t2n__MARS__TRINE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.5993,1.0,0.6,1.0,0.0,ok
t2n__MARS__TRINE__SATURN,home_family_roots,0.2997,0.2997,t2n__MARS__TRINE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.5993,1.0,0.5,1.0,0.0,ok
t2n__MARS__TRINE__SATURN,inner_background_unconscious,0.2997,0.2997,t2n__MARS__TRINE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.5993,1.0,0.5,1.0,0.0,ok
t2n__MARS__TRINE__SATURN,money_security_resources,0.3596,0.3596,t2n__MARS__TRINE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.5993,1.0,0.6,1.0,0.0,ok
t2n__MARS__TRINE__SATURN,relationships_partnership,0.1798,0.1798,t2n__MARS__TRINE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.5993,1.0,0.3,1.0,0.0,ok
t2n__MARS__TRINE__SATURN,work_status_achievement,0.5993,0.5993,t2n__MARS__TRINE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.5993,1.0,1.0,1.0,0.0,ok
t2n__MERCURY__QUINCUNX__NEPTUNE,inner_background_unconscious,0.1245,0.1245,t2n__MERCURY__QUINCUNX__NEPTUNE,strength * family_weight * target_weight * polarity_modifier,0.1779,1.0,1.0,0.7,0.0,ok
t2n__MERCURY__QUINCUNX__NEPTUNE,meaning_expansion_vector,0.0623,0.0623,t2n__MERCURY__QUINCUNX__NEPTUNE,strength * family_weight * target_weight * polarity_modifier,0.1779,1.0,0.5,0.7,0.0,ok
t2n__MERCURY__SESQUI_QUADRATE__MARS,body_energy_health,0.0645,0.0645,t2n__MERCURY__SESQUI_QUADRATE__MARS,strength * family_weight * target_weight * polarity_modifier,0.0645,1.0,1.0,1.0,0.0,ok
t2n__MERCURY__SESQUI_QUADRATE__MARS,crisis_transformation_control,0.0451,0.0451,t2n__MERCURY__SESQUI_QUADRATE__MARS,strength * family_weight * target_weight * polarity_modifier,0.0645,1.0,0.7,1.0,0.0,ok
t2n__MERCURY__SESQUI_QUADRATE__MARS,relationships_partnership,0.0258,0.0258,t2n__MERCURY__SESQUI_QUADRATE__MARS,strength * family_weight * target_weight * polarity_modifier,0.0645,1.0,0.4,1.0,0.0,ok
t2n__MERCURY__SESQUI_QUADRATE__MARS,work_status_achievement,0.0387,0.0387,t2n__MERCURY__SESQUI_QUADRATE__MARS,strength * family_weight * target_weight * polarity_modifier,0.0645,1.0,0.6,1.0,0.0,ok
t2n__MERCURY__SQUARE__PLUTO,crisis_transformation_control,0.6306,0.6306,t2n__MERCURY__SQUARE__PLUTO,strength * family_weight * target_weight * polarity_modifier,0.6306,1.0,1.0,1.0,0.0,ok
t2n__MERCURY__SQUARE__PLUTO,inner_background_unconscious,0.2522,0.2522,t2n__MERCURY__SQUARE__PLUTO,strength * family_weight * target_weight * polarity_modifier,0.6306,1.0,0.4,1.0,0.0,ok
t2n__MERCURY__SQUARE__PLUTO,money_security_resources,0.2522,0.2522,t2n__MERCURY__SQUARE__PLUTO,strength * family_weight * target_weight * polarity_modifier,0.6306,1.0,0.4,1.0,0.0,ok
t2n__MOON__OPPOSITION__PLUTO,crisis_transformation_control,0.7514,0.7514,t2n__MOON__OPPOSITION__PLUTO,strength * family_weight * target_weight * polarity_modifier,0.7514,1.0,1.0,1.0,0.0,ok
t2n__MOON__OPPOSITION__PLUTO,inner_background_unconscious,0.3006,0.3006,t2n__MOON__OPPOSITION__PLUTO,strength * family_weight * target_weight * polarity_modifier,0.7514,1.0,0.4,1.0,0.0,ok
t2n__MOON__OPPOSITION__PLUTO,money_security_resources,0.3006,0.3006,t2n__MOON__OPPOSITION__PLUTO,strength * family_weight * target_weight * polarity_modifier,0.7514,1.0,0.4,1.0,0.0,ok
t2n__MOON__SESQUI_QUADRATE__MARS,body_energy_health,0.0522,0.0522,t2n__MOON__SESQUI_QUADRATE__MARS,strength * family_weight * target_weight * polarity_modifier,0.0522,1.0,1.0,1.0,0.0,ok
t2n__MOON__SESQUI_QUADRATE__MARS,crisis_transformation_control,0.0365,0.0365,t2n__MOON__SESQUI_QUADRATE__MARS,strength * family_weight * target_weight * polarity_modifier,0.0522,1.0,0.7,1.0,0.0,ok
t2n__MOON__SESQUI_QUADRATE__MARS,relationships_partnership,0.0209,0.0209,t2n__MOON__SESQUI_QUADRATE__MARS,strength * family_weight * target_weight * polarity_modifier,0.0522,1.0,0.4,1.0,0.0,ok
t2n__MOON__SESQUI_QUADRATE__MARS,work_status_achievement,0.0313,0.0313,t2n__MOON__SESQUI_QUADRATE__MARS,strength * family_weight * target_weight * polarity_modifier,0.0522,1.0,0.6,1.0,0.0,ok
t2n__MOON__TRINE__NEPTUNE,inner_background_unconscious,0.4196,0.4196,t2n__MOON__TRINE__NEPTUNE,strength * family_weight * target_weight * polarity_modifier,0.4196,1.0,1.0,1.0,0.0,ok
t2n__MOON__TRINE__NEPTUNE,meaning_expansion_vector,0.2098,0.2098,t2n__MOON__TRINE__NEPTUNE,strength * family_weight * target_weight * polarity_modifier,0.4196,1.0,0.5,1.0,0.0,ok
t2n__NEPTUNE__OPPOSITION__JUPITER,meaning_expansion_vector,0.4371,0.4371,t2n__NEPTUNE__OPPOSITION__JUPITER,strength * family_weight * target_weight * polarity_modifier,0.4371,1.0,1.0,1.0,0.0,ok
t2n__NEPTUNE__OPPOSITION__JUPITER,money_security_resources,0.306,0.306,t2n__NEPTUNE__OPPOSITION__JUPITER,strength * family_weight * target_weight * polarity_modifier,0.4371,1.0,0.7,1.0,0.0,ok
t2n__NEPTUNE__OPPOSITION__JUPITER,thinking_speech_learning,0.1748,0.1748,t2n__NEPTUNE__OPPOSITION__JUPITER,strength * family_weight * target_weight * polarity_modifier,0.4371,1.0,0.4,1.0,0.0,ok
t2n__NEPTUNE__OPPOSITION__JUPITER,work_status_achievement,0.1311,0.1311,t2n__NEPTUNE__OPPOSITION__JUPITER,strength * family_weight * target_weight * polarity_modifier,0.4371,1.0,0.3,1.0,0.0,ok
t2n__NEPTUNE__OPPOSITION__SATURN,body_energy_health,0.4551,0.4551,t2n__NEPTUNE__OPPOSITION__SATURN,strength * family_weight * target_weight * polarity_modifier,0.9103,1.0,0.5,1.0,0.0,ok
t2n__NEPTUNE__OPPOSITION__SATURN,crisis_transformation_control,0.5462,0.5462,t2n__NEPTUNE__OPPOSITION__SATURN,strength * family_weight * target_weight * polarity_modifier,0.9103,1.0,0.6,1.0,0.0,ok
t2n__NEPTUNE__OPPOSITION__SATURN,home_family_roots,0.4551,0.4551,t2n__NEPTUNE__OPPOSITION__SATURN,strength * family_weight * target_weight * polarity_modifier,0.9103,1.0,0.5,1.0,0.0,ok
t2n__NEPTUNE__OPPOSITION__SATURN,inner_background_unconscious,0.4551,0.4551,t2n__NEPTUNE__OPPOSITION__SATURN,strength * family_weight * target_weight * polarity_modifier,0.9103,1.0,0.5,1.0,0.0,ok
t2n__NEPTUNE__OPPOSITION__SATURN,money_security_resources,0.5462,0.5462,t2n__NEPTUNE__OPPOSITION__SATURN,strength * family_weight * target_weight * polarity_modifier,0.9103,1.0,0.6,1.0,0.0,ok
t2n__NEPTUNE__OPPOSITION__SATURN,relationships_partnership,0.2731,0.2731,t2n__NEPTUNE__OPPOSITION__SATURN,strength * family_weight * target_weight * polarity_modifier,0.9103,1.0,0.3,1.0,0.0,ok
t2n__NEPTUNE__OPPOSITION__SATURN,work_status_achievement,0.9103,0.9103,t2n__NEPTUNE__OPPOSITION__SATURN,strength * family_weight * target_weight * polarity_modifier,0.9103,1.0,1.0,1.0,0.0,ok
t2n__NEPTUNE__OPPOSITION__VENUS,home_family_roots,0.1199,0.1199,t2n__NEPTUNE__OPPOSITION__VENUS,strength * family_weight * target_weight * polarity_modifier,0.2997,1.0,0.4,1.0,0.0,ok
t2n__NEPTUNE__OPPOSITION__VENUS,money_security_resources,0.2398,0.2398,t2n__NEPTUNE__OPPOSITION__VENUS,strength * family_weight * target_weight * polarity_modifier,0.2997,1.0,0.8,1.0,0.0,ok
t2n__NEPTUNE__OPPOSITION__VENUS,relationships_partnership,0.2997,0.2997,t2n__NEPTUNE__OPPOSITION__VENUS,strength * family_weight * target_weight * polarity_modifier,0.2997,1.0,1.0,1.0,0.0,ok
t2n__NEPTUNE__QUINCUNX__SUN,body_energy_health,0.1399,0.1399,t2n__NEPTUNE__QUINCUNX__SUN,strength * family_weight * target_weight * polarity_modifier,0.2498,1.0,0.8,0.7,0.0,ok
t2n__NEPTUNE__QUINCUNX__SUN,work_status_achievement,0.0874,0.0874,t2n__NEPTUNE__QUINCUNX__SUN,strength * family_weight * target_weight * polarity_modifier,0.2498,1.0,0.5,0.7,0.0,ok
t2n__NEPTUNE__SESQUI_QUADRATE__MERCURY,meaning_expansion_vector,0.0457,0.0457,t2n__NEPTUNE__SESQUI_QUADRATE__MERCURY,strength * family_weight * target_weight * polarity_modifier,0.1143,1.0,0.4,1.0,0.0,ok
t2n__NEPTUNE__SESQUI_QUADRATE__MERCURY,thinking_speech_learning,0.1143,0.1143,t2n__NEPTUNE__SESQUI_QUADRATE__MERCURY,strength * family_weight * target_weight * polarity_modifier,0.1143,1.0,1.0,1.0,0.0,ok
t2n__NEPTUNE__TRINE__MOON,body_energy_health,0.3095,0.3095,t2n__NEPTUNE__TRINE__MOON,strength * family_weight * target_weight * polarity_modifier,0.5159,1.0,0.6,1.0,0.0,ok
t2n__NEPTUNE__TRINE__MOON,home_family_roots,0.5159,0.5159,t2n__NEPTUNE__TRINE__MOON,strength * family_weight * target_weight * polarity_modifier,0.5159,1.0,1.0,1.0,0.0,ok
t2n__NEPTUNE__TRINE__MOON,inner_background_unconscious,0.3095,0.3095,t2n__NEPTUNE__TRINE__MOON,strength * family_weight * target_weight * polarity_modifier,0.5159,1.0,0.6,1.0,0.0,ok
t2n__NEPTUNE__TRINE__MOON,relationships_partnership,0.3095,0.3095,t2n__NEPTUNE__TRINE__MOON,strength * family_weight * target_weight * polarity_modifier,0.5159,1.0,0.6,1.0,0.0,ok
t2n__NEPTUNE__TRINE__MOON,thinking_speech_learning,0.1548,0.1548,t2n__NEPTUNE__TRINE__MOON,strength * family_weight * target_weight * polarity_modifier,0.5159,1.0,0.3,1.0,0.0,ok
t2n__PLUTO__OPPOSITION__MOON,body_energy_health,0.3674,0.3674,t2n__PLUTO__OPPOSITION__MOON,strength * family_weight * target_weight * polarity_modifier,0.6124,1.0,0.6,1.0,0.0,ok
t2n__PLUTO__OPPOSITION__MOON,home_family_roots,0.6124,0.6124,t2n__PLUTO__OPPOSITION__MOON,strength * family_weight * target_weight * polarity_modifier,0.6124,1.0,1.0,1.0,0.0,ok
t2n__PLUTO__OPPOSITION__MOON,inner_background_unconscious,0.3674,0.3674,t2n__PLUTO__OPPOSITION__MOON,strength * family_weight * target_weight * polarity_modifier,0.6124,1.0,0.6,1.0,0.0,ok
t2n__PLUTO__OPPOSITION__MOON,relationships_partnership,0.3674,0.3674,t2n__PLUTO__OPPOSITION__MOON,strength * family_weight * target_weight * polarity_modifier,0.6124,1.0,0.6,1.0,0.0,ok
t2n__PLUTO__OPPOSITION__MOON,thinking_speech_learning,0.1837,0.1837,t2n__PLUTO__OPPOSITION__MOON,strength * family_weight * target_weight * polarity_modifier,0.6124,1.0,0.3,1.0,0.0,ok
t2n__PLUTO__SEMI_SQUARE__NEPTUNE,inner_background_unconscious,0.2331,0.2331,t2n__PLUTO__SEMI_SQUARE__NEPTUNE,strength * family_weight * target_weight * polarity_modifier,0.2331,1.0,1.0,1.0,0.0,ok
t2n__PLUTO__SEMI_SQUARE__NEPTUNE,meaning_expansion_vector,0.1166,0.1166,t2n__PLUTO__SEMI_SQUARE__NEPTUNE,strength * family_weight * target_weight * polarity_modifier,0.2331,1.0,0.5,1.0,0.0,ok
t2n__PLUTO__SQUARE__SUN,body_energy_health,0.4502,0.4502,t2n__PLUTO__SQUARE__SUN,strength * family_weight * target_weight * polarity_modifier,0.5628,1.0,0.8,1.0,0.0,ok
t2n__PLUTO__SQUARE__SUN,work_status_achievement,0.2814,0.2814,t2n__PLUTO__SQUARE__SUN,strength * family_weight * target_weight * polarity_modifier,0.5628,1.0,0.5,1.0,0.0,ok
t2n__PLUTO__TRINE__JUPITER,meaning_expansion_vector,0.3545,0.3545,t2n__PLUTO__TRINE__JUPITER,strength * family_weight * target_weight * polarity_modifier,0.3545,1.0,1.0,1.0,0.0,ok
t2n__PLUTO__TRINE__JUPITER,money_security_resources,0.2481,0.2481,t2n__PLUTO__TRINE__JUPITER,strength * family_weight * target_weight * polarity_modifier,0.3545,1.0,0.7,1.0,0.0,ok
t2n__PLUTO__TRINE__JUPITER,thinking_speech_learning,0.1418,0.1418,t2n__PLUTO__TRINE__JUPITER,strength * family_weight * target_weight * polarity_modifier,0.3545,1.0,0.4,1.0,0.0,ok
t2n__PLUTO__TRINE__JUPITER,work_status_achievement,0.1063,0.1063,t2n__PLUTO__TRINE__JUPITER,strength * family_weight * target_weight * polarity_modifier,0.3545,1.0,0.3,1.0,0.0,ok
t2n__PLUTO__TRINE__SATURN,body_energy_health,0.4244,0.4244,t2n__PLUTO__TRINE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.8489,1.0,0.5,1.0,0.0,ok
t2n__PLUTO__TRINE__SATURN,crisis_transformation_control,0.5093,0.5093,t2n__PLUTO__TRINE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.8489,1.0,0.6,1.0,0.0,ok
t2n__PLUTO__TRINE__SATURN,home_family_roots,0.4244,0.4244,t2n__PLUTO__TRINE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.8489,1.0,0.5,1.0,0.0,ok
t2n__PLUTO__TRINE__SATURN,inner_background_unconscious,0.4244,0.4244,t2n__PLUTO__TRINE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.8489,1.0,0.5,1.0,0.0,ok
t2n__PLUTO__TRINE__SATURN,money_security_resources,0.5093,0.5093,t2n__PLUTO__TRINE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.8489,1.0,0.6,1.0,0.0,ok
t2n__PLUTO__TRINE__SATURN,relationships_partnership,0.2547,0.2547,t2n__PLUTO__TRINE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.8489,1.0,0.3,1.0,0.0,ok
t2n__PLUTO__TRINE__SATURN,work_status_achievement,0.8489,0.8489,t2n__PLUTO__TRINE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.8489,1.0,1.0,1.0,0.0,ok
t2n__PLUTO__TRINE__VENUS,home_family_roots,0.0902,0.0902,t2n__PLUTO__TRINE__VENUS,strength * family_weight * target_weight * polarity_modifier,0.2255,1.0,0.4,1.0,0.0,ok
t2n__PLUTO__TRINE__VENUS,money_security_resources,0.1804,0.1804,t2n__PLUTO__TRINE__VENUS,strength * family_weight * target_weight * polarity_modifier,0.2255,1.0,0.8,1.0,0.0,ok
t2n__PLUTO__TRINE__VENUS,relationships_partnership,0.2255,0.2255,t2n__PLUTO__TRINE__VENUS,strength * family_weight * target_weight * polarity_modifier,0.2255,1.0,1.0,1.0,0.0,ok
t2n__SATURN__QUINCUNX__MERCURY,meaning_expansion_vector,0.0888,0.0888,t2n__SATURN__QUINCUNX__MERCURY,strength * family_weight * target_weight * polarity_modifier,0.3171,1.0,0.4,0.7,0.0,ok
t2n__SATURN__QUINCUNX__MERCURY,thinking_speech_learning,0.222,0.222,t2n__SATURN__QUINCUNX__MERCURY,strength * family_weight * target_weight * polarity_modifier,0.3171,1.0,1.0,0.7,0.0,ok
t2n__SATURN__QUINCUNX__SUN,body_energy_health,0.0269,0.0269,t2n__SATURN__QUINCUNX__SUN,strength * family_weight * target_weight * polarity_modifier,0.0481,1.0,0.8,0.7,0.0,ok
t2n__SATURN__QUINCUNX__SUN,work_status_achievement,0.0168,0.0168,t2n__SATURN__QUINCUNX__SUN,strength * family_weight * target_weight * polarity_modifier,0.0481,1.0,0.5,0.7,0.0,ok
t2n__SATURN__TRINE__MARS,body_energy_health,0.6886,0.6886,t2n__SATURN__TRINE__MARS,strength * family_weight * target_weight * polarity_modifier,0.6886,1.0,1.0,1.0,0.0,ok
t2n__SATURN__TRINE__MARS,crisis_transformation_control,0.482,0.482,t2n__SATURN__TRINE__MARS,strength * family_weight * target_weight * polarity_modifier,0.6886,1.0,0.7,1.0,0.0,ok
t2n__SATURN__TRINE__MARS,relationships_partnership,0.2754,0.2754,t2n__SATURN__TRINE__MARS,strength * family_weight * target_weight * polarity_modifier,0.6886,1.0,0.4,1.0,0.0,ok
t2n__SATURN__TRINE__MARS,work_status_achievement,0.4132,0.4132,t2n__SATURN__TRINE__MARS,strength * family_weight * target_weight * polarity_modifier,0.6886,1.0,0.6,1.0,0.0,ok
t2n__SATURN__TRINE__MOON,body_energy_health,0.0702,0.0702,t2n__SATURN__TRINE__MOON,strength * family_weight * target_weight * polarity_modifier,0.117,1.0,0.6,1.0,0.0,ok
t2n__SATURN__TRINE__MOON,home_family_roots,0.117,0.117,t2n__SATURN__TRINE__MOON,strength * family_weight * target_weight * polarity_modifier,0.117,1.0,1.0,1.0,0.0,ok
t2n__SATURN__TRINE__MOON,inner_background_unconscious,0.0702,0.0702,t2n__SATURN__TRINE__MOON,strength * family_weight * target_weight * polarity_modifier,0.117,1.0,0.6,1.0,0.0,ok
t2n__SATURN__TRINE__MOON,relationships_partnership,0.0702,0.0702,t2n__SATURN__TRINE__MOON,strength * family_weight * target_weight * polarity_modifier,0.117,1.0,0.6,1.0,0.0,ok
t2n__SATURN__TRINE__MOON,thinking_speech_learning,0.0351,0.0351,t2n__SATURN__TRINE__MOON,strength * family_weight * target_weight * polarity_modifier,0.117,1.0,0.3,1.0,0.0,ok
t2n__SUN__QUINCUNX__MARS,body_energy_health,0.1441,0.1441,t2n__SUN__QUINCUNX__MARS,strength * family_weight * target_weight * polarity_modifier,0.2059,1.0,1.0,0.7,0.0,ok
t2n__SUN__QUINCUNX__MARS,crisis_transformation_control,0.1009,0.1009,t2n__SUN__QUINCUNX__MARS,strength * family_weight * target_weight * polarity_modifier,0.2059,1.0,0.7,0.7,0.0,ok
t2n__SUN__QUINCUNX__MARS,relationships_partnership,0.0577,0.0577,t2n__SUN__QUINCUNX__MARS,strength * family_weight * target_weight * polarity_modifier,0.2059,1.0,0.4,0.7,0.0,ok
t2n__SUN__QUINCUNX__MARS,work_status_achievement,0.0865,0.0865,t2n__SUN__QUINCUNX__MARS,strength * family_weight * target_weight * polarity_modifier,0.2059,1.0,0.6,0.7,0.0,ok
t2n__SUN__QUINCUNX__NEPTUNE,inner_background_unconscious,0.0223,0.0223,t2n__SUN__QUINCUNX__NEPTUNE,strength * family_weight * target_weight * polarity_modifier,0.0319,1.0,1.0,0.7,0.0,ok
t2n__SUN__QUINCUNX__NEPTUNE,meaning_expansion_vector,0.0112,0.0112,t2n__SUN__QUINCUNX__NEPTUNE,strength * family_weight * target_weight * polarity_modifier,0.0319,1.0,0.5,0.7,0.0,ok
t2n__SUN__TRINE__MERCURY,meaning_expansion_vector,0.31,0.31,t2n__SUN__TRINE__MERCURY,strength * family_weight * target_weight * polarity_modifier,0.7751,1.0,0.4,1.0,0.0,ok
t2n__SUN__TRINE__MERCURY,thinking_speech_learning,0.7751,0.7751,t2n__SUN__TRINE__MERCURY,strength * family_weight * target_weight * polarity_modifier,0.7751,1.0,1.0,1.0,0.0,ok
t2n__URANUS__QUINCUNX__SUN,body_energy_health,0.13,0.13,t2n__URANUS__QUINCUNX__SUN,strength * family_weight * target_weight * polarity_modifier,0.2321,1.0,0.8,0.7,0.0,ok
t2n__URANUS__QUINCUNX__SUN,work_status_achievement,0.0812,0.0812,t2n__URANUS__QUINCUNX__SUN,strength * family_weight * target_weight * polarity_modifier,0.2321,1.0,0.5,0.7,0.0,ok
t2n__URANUS__SESQUI_QUADRATE__PLUTO,crisis_transformation_control,0.1046,0.1046,t2n__URANUS__SESQUI_QUADRATE__PLUTO,strength * family_weight * target_weight * polarity_modifier,0.1046,1.0,1.0,1.0,0.0,ok
t2n__URANUS__SESQUI_QUADRATE__PLUTO,inner_background_unconscious,0.0418,0.0418,t2n__URANUS__SESQUI_QUADRATE__PLUTO,strength * family_weight * target_weight * polarity_modifier,0.1046,1.0,0.4,1.0,0.0,ok
t2n__URANUS__SESQUI_QUADRATE__PLUTO,money_security_resources,0.0418,0.0418,t2n__URANUS__SESQUI_QUADRATE__PLUTO,strength * family_weight * target_weight * polarity_modifier,0.1046,1.0,0.4,1.0,0.0,ok
t2n__URANUS__SEXTILE__MOON,body_energy_health,0.1857,0.1857,t2n__URANUS__SEXTILE__MOON,strength * family_weight * target_weight * polarity_modifier,0.3095,1.0,0.6,1.0,0.0,ok
t2n__URANUS__SEXTILE__MOON,home_family_roots,0.3095,0.3095,t2n__URANUS__SEXTILE__MOON,strength * family_weight * target_weight * polarity_modifier,0.3095,1.0,1.0,1.0,0.0,ok
t2n__URANUS__SEXTILE__MOON,inner_background_unconscious,0.1857,0.1857,t2n__URANUS__SEXTILE__MOON,strength * family_weight * target_weight * polarity_modifier,0.3095,1.0,0.6,1.0,0.0,ok
t2n__URANUS__SEXTILE__MOON,relationships_partnership,0.1857,0.1857,t2n__URANUS__SEXTILE__MOON,strength * family_weight * target_weight * polarity_modifier,0.3095,1.0,0.6,1.0,0.0,ok
t2n__URANUS__SEXTILE__MOON,thinking_speech_learning,0.0929,0.0929,t2n__URANUS__SEXTILE__MOON,strength * family_weight * target_weight * polarity_modifier,0.3095,1.0,0.3,1.0,0.0,ok
t2n__URANUS__TRINE__JUPITER,meaning_expansion_vector,0.434,0.434,t2n__URANUS__TRINE__JUPITER,strength * family_weight * target_weight * polarity_modifier,0.434,1.0,1.0,1.0,0.0,ok
t2n__URANUS__TRINE__JUPITER,money_security_resources,0.3038,0.3038,t2n__URANUS__TRINE__JUPITER,strength * family_weight * target_weight * polarity_modifier,0.434,1.0,0.7,1.0,0.0,ok
t2n__URANUS__TRINE__JUPITER,thinking_speech_learning,0.1736,0.1736,t2n__URANUS__TRINE__JUPITER,strength * family_weight * target_weight * polarity_modifier,0.434,1.0,0.4,1.0,0.0,ok
t2n__URANUS__TRINE__JUPITER,work_status_achievement,0.1302,0.1302,t2n__URANUS__TRINE__JUPITER,strength * family_weight * target_weight * polarity_modifier,0.434,1.0,0.3,1.0,0.0,ok
t2n__URANUS__TRINE__SATURN,body_energy_health,0.3858,0.3858,t2n__URANUS__TRINE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.7716,1.0,0.5,1.0,0.0,ok
